id,mathematics_interest,physics_interest,chemistry_interest,biology_interest,computer_interest,accountancy_interest,economics_interest,business_interest,history_political_science_interest,psychology_interest,logical_reasoning,numerical_ability,scientific_interest,problem_solving,communication,leadership,creativity,empathy,research_interest,public_speaking,technology_interest,medical_healthcare_interest,business_finance_interest,social_issues_interest,government_public_service_interest,law_debate_interest,teaching_interest,long_study_willingness,stress_tolerance,risk_tolerance,teamwork,people_interaction,career_choice
4286,6,3,9,9,6,2,3,2,6,8,10,2,9,9,6,7,3,10,4,6,6,8,4,2,4,1,5,8,7,6,6,6,MBBS / Doctor
4287,6,6,4,8,7,3,4,4,5,4,6,4,6,5,10,7,6,6,8,9,3,1,2,4,2,5,9,8,7,3,6,7,Teaching / Professor
4288,10,1,4,6,9,9,8,8,6,4,9,8,4,8,8,8,9,5,6,7,8,3,10,4,5,4,4,10,8,8,4,8,Finance / Banking
4289,6,5,7,9,4,1,5,4,4,5,6,5,7,8,6,4,4,4,9,1,6,5,2,4,4,2,5,6,5,4,6,4,Pharmacy
4290,1,4,3,1,4,4,7,3,10,5,10,7,1,8,7,8,7,6,7,6,2,3,5,9,7,8,5,9,7,2,9,6,Law
4291,5,1,5,3,6,6,6,9,6,7,7,8,4,8,8,10,8,8,6,8,8,5,8,3,6,6,7,6,5,5,8,10,Business / Management
4292,5,5,5,4,8,6,7,10,6,5,8,6,2,9,6,9,6,5,4,9,6,2,8,5,5,4,6,10,7,8,6,7,Business / Management
4293,7,4,6,3,6,5,3,3,5,7,9,9,5,8,10,8,6,8,10,9,7,6,2,6,4,6,10,10,6,6,10,10,Teaching / Professor
4294,7,2,1,1,6,6,9,7,1,5,8,7,4,7,5,5,4,2,1,6,8,4,10,3,3,3,4,7,6,7,8,6,Finance / Banking
4295,1,4,3,4,7,3,6,5,9,8,7,5,4,7,9,6,10,6,7,9,5,4,6,7,4,6,7,9,6,6,8,10,Journalism / Media
4296,4,1,4,4,1,4,8,2,7,6,10,5,4,5,9,8,7,9,8,9,4,1,2,7,10,6,4,8,7,3,9,9,Civil Services
4297,8,4,1,2,7,8,10,6,2,5,8,7,3,9,5,5,4,4,6,4,10,1,10,4,4,1,3,6,4,2,5,7,Finance / Banking
4298,6,6,10,9,8,6,2,5,4,3,10,4,10,6,6,5,7,7,10,5,5,8,5,3,4,2,5,9,7,2,8,6,Pharmacy
4299,9,5,2,4,8,3,4,3,4,4,10,7,7,10,5,7,8,6,7,5,9,2,4,7,6,4,6,6,6,8,9,5,Engineering
4300,9,1,3,4,6,10,9,7,2,2,9,10,4,8,6,5,6,3,4,4,8,1,10,3,5,2,3,10,9,4,9,6,CA / Accounting
4301,6,4,5,3,4,10,8,9,2,3,9,5,5,9,5,7,4,3,3,5,7,2,7,4,6,7,4,7,6,4,7,9,CA / Accounting
4302,3,4,6,4,4,4,2,5,7,7,7,6,9,7,8,9,6,7,10,9,3,3,4,6,4,3,10,10,7,5,6,6,Teaching / Professor
4303,6,6,6,5,6,4,8,7,8,6,8,8,9,10,8,9,7,10,10,10,5,3,3,8,4,3,10,7,8,5,7,8,Teaching / Professor
4304,7,5,3,1,7,9,7,8,3,3,8,9,1,7,6,6,5,3,8,1,8,3,9,4,5,3,3,6,7,7,5,6,Finance / Banking
4305,9,7,6,5,8,4,5,4,5,5,9,8,8,8,5,4,5,8,3,7,8,5,1,4,6,5,5,4,5,9,7,6,Engineering
4306,9,1,1,1,7,7,10,7,1,3,7,10,4,5,7,5,2,3,4,1,7,1,8,3,3,2,2,5,7,4,6,6,Finance / Banking
4307,5,2,10,8,4,3,3,2,2,5,9,4,9,5,6,5,4,6,5,3,4,10,2,5,4,5,1,8,8,4,6,6,Pharmacy
4308,7,3,1,1,5,10,5,5,3,3,6,10,1,7,7,5,5,4,4,3,8,3,10,4,3,2,5,7,7,8,8,6,CA / Accounting
4309,7,8,7,3,7,1,5,3,3,3,8,5,5,10,4,4,10,9,5,4,9,6,2,4,5,4,4,7,5,6,7,6,Engineering
4310,5,4,3,6,3,1,3,5,7,5,10,4,5,8,10,8,7,6,5,6,6,6,4,8,5,9,5,7,6,7,9,10,Law
4311,5,2,6,8,1,5,5,6,2,7,6,7,8,7,6,8,9,5,5,3,6,8,3,3,5,1,5,9,9,3,8,10,Dentist
4312,8,4,3,2,5,9,6,7,4,7,10,10,3,6,7,6,5,5,6,2,8,4,9,6,4,5,5,8,6,9,8,7,CA / Accounting
4313,9,3,4,3,5,9,8,7,4,2,8,10,4,5,7,7,5,5,5,6,6,3,9,6,4,3,5,8,8,8,6,6,Finance / Banking
4314,8,2,2,1,5,8,10,10,3,5,8,8,4,8,9,6,4,5,4,4,9,2,10,4,5,3,5,5,6,7,8,7,Finance / Banking
4315,4,1,5,3,5,5,4,9,5,5,7,5,5,6,7,8,7,7,7,6,7,1,8,4,8,2,8,7,5,10,7,7,Business / Management
4316,3,2,3,6,3,3,2,3,4,9,7,4,4,5,10,6,6,10,7,8,2,4,1,7,1,3,5,7,6,3,4,10,Psychology
4317,3,2,2,4,6,7,4,6,5,4,6,7,4,7,8,9,9,4,4,9,10,1,8,5,4,4,6,7,10,6,6,10,Business / Management
4318,7,5,1,3,7,7,6,8,4,4,8,10,2,8,6,3,3,5,5,5,6,2,10,7,3,5,5,6,5,8,7,5,Finance / Banking
4319,2,3,1,3,1,2,4,4,8,4,8,6,1,9,10,7,4,6,5,10,3,2,4,7,5,9,6,7,8,7,6,5,Law
4320,4,3,4,5,2,1,5,5,3,10,6,3,3,8,7,5,4,9,4,5,2,4,3,6,4,3,6,10,6,4,6,8,Psychology
4321,5,2,3,3,3,5,5,6,8,1,8,5,1,6,8,6,8,8,5,7,4,4,4,9,7,10,5,6,7,5,9,10,Law
4322,5,5,6,10,5,4,4,4,3,4,8,6,8,10,10,4,7,5,2,7,6,10,2,5,2,2,6,9,9,5,5,6,Dentist
4323,7,6,5,6,7,3,4,6,5,5,10,5,9,6,8,6,6,10,10,7,9,3,8,7,5,7,9,7,7,5,5,8,Teaching / Professor
4324,8,6,5,3,5,7,10,8,7,3,8,7,5,9,7,10,9,8,8,8,7,2,10,8,6,6,7,9,7,9,8,9,Business / Management
4325,5,4,4,2,7,4,6,6,8,7,6,2,4,6,9,4,8,8,6,10,7,2,5,7,3,7,5,5,9,8,9,9,Journalism / Media
4326,7,5,7,8,6,1,3,3,4,3,7,4,7,5,10,6,5,6,4,6,3,10,5,3,3,1,3,9,9,3,7,5,MBBS / Doctor
4327,5,5,3,1,5,8,5,6,3,4,6,7,4,8,4,3,2,5,1,3,7,2,9,5,4,4,5,10,4,3,6,5,CA / Accounting
4328,5,4,3,6,7,4,5,9,4,5,9,6,2,9,6,10,7,6,5,7,7,3,10,6,5,4,6,5,9,6,7,6,Business / Management
4329,6,4,3,4,4,2,4,5,5,10,7,3,7,7,9,6,6,10,5,8,6,8,5,8,7,5,6,8,6,5,8,9,Psychology
4330,3,5,7,9,6,2,3,5,4,4,7,5,9,8,6,5,6,8,7,1,5,8,3,6,4,1,4,9,8,5,7,9,Dentist
4331,4,5,5,5,8,4,7,6,10,6,9,7,3,9,10,9,10,9,7,9,7,4,5,9,9,8,6,9,10,4,8,7,Civil Services
4332,6,4,2,2,5,10,9,7,1,3,8,10,1,8,7,7,6,6,4,5,3,1,10,3,3,4,5,8,7,5,7,8,CA / Accounting
4333,6,3,2,1,7,4,7,2,8,6,7,4,4,6,8,7,9,6,7,7,4,1,5,6,6,9,4,10,7,3,6,8,Civil Services
4334,7,8,2,2,7,9,10,5,6,4,5,9,2,10,7,8,7,4,6,7,8,1,10,5,3,7,2,6,7,8,7,6,Finance / Banking
4335,9,6,6,9,4,5,1,4,4,5,7,3,10,8,9,6,8,8,8,6,6,10,9,3,4,2,7,9,10,4,9,5,MBBS / Doctor
4336,4,3,6,5,9,4,9,10,7,6,9,6,5,8,8,10,8,6,4,10,7,5,6,8,5,5,5,8,4,8,9,9,Business / Management
4337,10,6,5,5,10,4,7,5,4,5,8,10,6,10,7,7,6,4,9,6,10,3,5,3,5,5,6,7,7,8,8,6,Engineering
4338,5,3,3,3,6,3,4,2,6,6,8,5,2,7,8,10,4,7,4,5,5,3,1,9,8,8,7,8,8,6,4,5,Civil Services
4339,1,3,4,2,6,3,5,3,9,5,7,4,1,9,7,5,5,4,8,8,3,1,6,7,3,4,5,9,5,6,9,6,Law
4340,6,6,6,5,8,2,3,6,6,6,8,7,3,7,8,7,8,10,8,7,6,5,4,8,4,4,10,10,9,5,8,7,Teaching / Professor
4341,10,7,7,5,8,4,6,6,4,5,9,9,6,10,7,4,9,9,8,7,9,1,2,5,4,3,5,8,5,6,10,5,Engineering
4342,3,4,9,6,4,5,1,4,2,4,7,5,9,5,4,5,3,6,8,4,4,7,3,2,1,1,6,5,6,4,9,8,Pharmacy
4343,5,6,7,10,6,4,4,1,3,6,8,6,9,7,9,5,7,10,6,5,4,8,1,5,4,1,6,9,7,3,5,10,MBBS / Doctor
4344,5,6,2,4,6,6,4,5,8,7,7,8,4,4,7,4,6,8,7,5,5,4,4,8,6,1,8,8,5,6,7,7,Teaching / Professor
4345,3,1,1,3,6,5,3,6,7,5,7,2,3,7,9,7,9,8,9,7,6,3,5,7,6,9,7,6,7,6,6,9,Law
4346,2,2,4,1,6,3,6,4,6,7,8,5,2,9,8,9,7,9,8,7,4,4,4,5,8,7,8,10,6,5,8,7,Civil Services
4347,5,2,10,7,2,4,1,3,4,3,8,5,8,8,4,6,5,6,5,2,3,10,2,2,2,1,7,8,5,3,7,6,Pharmacy
4348,5,5,8,10,7,3,1,5,3,7,7,9,10,8,6,5,6,8,5,5,7,10,2,5,5,4,7,7,9,4,7,8,MBBS / Doctor
4349,6,5,7,7,3,2,5,6,2,7,8,4,8,10,5,6,6,8,3,4,4,9,3,5,1,4,6,9,5,4,9,9,Dentist
4350,4,3,10,7,6,4,3,5,3,5,4,4,9,5,4,2,6,4,6,3,6,4,2,5,2,3,5,5,6,3,7,6,Pharmacy
4351,3,2,1,6,3,1,3,5,6,2,8,1,1,6,10,5,8,5,5,7,2,1,4,7,4,9,1,7,6,4,7,7,Law
4352,8,5,3,2,8,8,10,10,3,4,8,8,3,10,7,10,5,7,8,5,8,4,9,7,3,4,4,7,8,6,7,5,Finance / Banking
4353,8,7,3,4,7,4,6,5,5,7,8,9,8,5,5,4,7,4,7,6,10,6,1,2,8,5,5,7,7,3,6,6,Engineering
4354,4,4,5,9,6,1,1,4,1,3,8,5,9,10,5,4,10,8,7,5,3,9,3,2,2,3,5,10,6,6,7,10,Dentist
4355,3,6,4,2,3,3,10,7,10,6,8,4,3,9,8,7,6,7,6,9,7,2,5,10,10,8,7,10,10,1,6,8,Civil Services
4356,6,7,7,4,6,4,7,4,7,5,8,4,5,9,10,8,10,9,8,7,5,3,3,7,3,4,10,6,9,5,8,6,Teaching / Professor
4357,4,3,5,3,4,2,3,4,8,4,7,6,1,8,8,5,7,10,7,9,2,3,4,6,10,6,3,8,6,6,4,7,Civil Services
4358,5,2,2,4,6,3,3,3,8,10,8,9,6,9,10,6,8,10,6,7,6,6,4,9,5,3,6,10,8,5,9,8,Psychology
4359,5,4,9,7,4,3,4,4,2,4,7,5,10,8,7,5,5,3,7,4,4,7,3,1,5,1,2,8,9,4,8,6,Pharmacy
4360,4,1,5,2,3,1,6,7,8,5,8,5,5,7,10,10,7,8,8,9,4,3,6,9,10,9,5,8,10,5,9,10,Civil Services
4361,5,7,4,4,7,2,4,4,3,3,8,9,7,8,6,3,7,4,5,4,8,5,6,3,3,3,6,7,7,7,6,8,Engineering
4362,7,4,2,1,6,9,4,8,3,3,7,10,4,6,7,8,6,2,6,2,7,1,9,3,2,4,4,7,6,4,8,8,Finance / Banking
4363,2,3,3,5,5,3,4,5,7,10,7,5,6,8,4,5,9,10,9,6,4,5,3,9,2,2,8,9,5,2,6,9,Psychology
4364,4,3,6,7,2,1,4,2,3,2,4,3,6,10,5,6,8,6,6,4,5,7,1,6,4,3,6,9,5,3,10,9,Dentist
4365,4,2,2,3,4,1,4,6,8,5,9,4,4,8,6,6,5,6,4,10,5,2,4,8,3,9,3,8,5,5,9,9,Law
4366,2,1,1,4,5,1,4,5,8,4,5,4,4,4,6,6,5,4,5,8,4,3,5,5,6,10,4,9,6,7,7,7,Law
4367,6,1,1,1,3,7,7,7,4,5,8,8,3,5,6,4,2,1,1,3,5,1,6,2,1,3,4,5,8,4,3,8,Finance / Banking
4368,4,4,7,7,3,2,2,1,5,3,5,4,7,6,4,5,4,7,9,1,5,6,4,2,2,2,5,5,6,5,6,5,Pharmacy
4369,2,5,5,8,6,2,3,6,1,4,5,5,8,8,3,5,7,5,8,2,8,5,3,3,1,1,3,7,7,1,8,5,Pharmacy
4370,5,5,6,8,4,1,2,4,4,3,7,4,10,10,9,5,8,7,5,4,7,7,2,3,3,5,6,9,7,7,6,7,Dentist
4371,3,3,1,5,5,2,4,6,4,8,7,7,4,8,9,6,6,9,7,10,5,1,4,6,4,9,4,8,6,3,8,9,Law
4372,6,5,8,10,5,3,3,1,4,4,4,5,9,7,5,4,4,5,6,2,4,9,2,3,1,3,5,8,5,4,5,6,Pharmacy
4373,3,4,3,6,8,3,4,6,6,10,4,7,7,8,10,7,7,10,6,3,3,4,3,7,5,4,8,7,5,1,8,10,Psychology
4374,6,1,4,5,2,4,3,3,6,8,10,5,5,7,10,4,5,10,8,6,2,10,1,7,5,4,8,9,6,1,7,10,Psychology
4375,5,3,3,1,6,2,6,8,4,4,7,7,5,10,7,9,9,8,3,8,6,2,7,6,2,4,4,6,6,8,8,9,Business / Management
4376,6,5,10,9,3,1,3,5,6,6,5,6,10,9,6,3,7,4,9,3,2,8,3,3,5,1,6,9,7,4,5,6,Pharmacy
4377,6,5,4,7,6,2,3,5,6,5,8,7,10,8,8,8,6,8,4,4,5,8,3,6,4,1,6,10,8,4,6,9,MBBS / Doctor
4378,3,6,7,10,4,2,5,5,3,3,8,8,9,8,6,4,9,8,5,5,7,9,4,6,8,1,7,7,6,5,7,9,Dentist
4379,3,4,8,7,2,2,6,6,4,7,8,4,6,5,5,2,8,5,5,5,5,10,3,5,5,1,3,5,10,5,8,8,Dentist
4380,4,4,8,10,5,2,3,4,4,3,5,2,7,8,6,6,1,6,7,4,5,8,3,5,5,1,5,6,7,4,8,4,Pharmacy
4381,3,5,2,1,6,5,7,8,5,4,7,5,4,7,7,8,7,6,3,9,5,4,8,4,3,3,4,6,7,9,7,7,Business / Management
4382,8,5,1,2,7,6,9,9,2,7,7,6,2,7,6,5,3,2,7,5,8,1,8,2,3,5,3,6,6,7,6,8,Finance / Banking
4383,7,1,2,2,7,9,6,7,4,4,8,9,3,6,5,6,5,4,2,5,4,1,8,3,4,6,6,6,5,6,6,4,CA / Accounting
4384,4,2,1,1,6,3,3,5,7,3,7,4,6,2,8,5,8,6,5,7,6,2,4,8,4,7,6,5,7,7,7,9,Journalism / Media
4385,6,1,6,3,7,3,4,6,4,6,7,5,6,8,8,10,8,5,5,8,7,3,9,6,3,4,5,5,8,8,10,10,Business / Management
4386,3,7,6,4,7,4,6,4,7,5,7,7,7,10,5,7,8,8,8,5,10,5,4,3,5,5,3,8,7,5,7,8,Engineering
4387,7,5,6,5,10,4,4,3,2,6,7,10,8,9,5,7,7,4,7,5,7,4,4,5,3,2,7,9,8,6,7,8,Engineering
4388,4,7,6,10,3,3,5,5,5,7,9,4,8,8,10,7,7,8,8,3,5,9,2,5,5,4,8,6,10,4,10,8,MBBS / Doctor
4389,7,6,3,3,6,6,7,8,4,5,8,10,2,6,7,6,6,6,7,7,10,2,10,8,2,3,5,7,5,5,8,6,Finance / Banking
4390,7,5,7,8,6,3,7,7,7,7,9,5,7,7,10,7,7,9,10,10,7,6,3,7,5,6,9,9,7,3,5,9,Teaching / Professor
4391,5,4,4,5,8,4,4,6,9,8,10,5,3,10,9,8,6,6,8,8,7,5,5,5,9,6,7,10,6,6,8,9,Civil Services
4392,7,4,6,5,5,6,7,9,5,7,4,6,6,9,7,6,10,6,7,9,6,1,7,5,5,4,6,7,9,8,10,9,Business / Management
4393,5,4,3,3,4,3,7,7,5,5,8,6,5,7,8,9,5,8,7,8,8,3,6,4,5,3,3,5,8,6,8,8,Business / Management
4394,5,4,2,5,1,1,3,2,5,7,7,2,5,8,7,2,7,10,7,4,5,6,3,8,4,4,5,7,5,2,7,8,Psychology
4395,6,8,8,8,1,3,4,4,3,6,5,3,9,8,5,5,4,7,8,4,4,6,4,7,3,1,7,9,8,3,6,5,Pharmacy
4396,7,5,1,1,4,8,5,5,5,7,9,9,7,7,6,6,8,6,6,5,7,2,8,4,5,4,6,7,8,6,6,5,Finance / Banking
4397,6,9,6,4,7,3,6,3,4,6,5,8,6,8,5,6,10,4,7,8,8,6,4,7,5,4,5,6,7,8,7,5,Engineering
4398,6,4,5,6,5,4,1,5,8,10,6,6,4,8,9,9,9,10,8,4,4,5,6,7,3,4,9,8,6,3,8,7,Psychology
4399,4,4,6,8,2,2,3,5,1,6,7,4,5,8,4,4,7,9,5,2,5,9,2,5,2,1,2,6,7,4,5,7,Dentist
4400,4,4,7,9,3,4,4,3,5,5,5,5,7,6,5,5,5,7,9,4,6,8,2,3,3,4,3,7,6,4,6,4,Pharmacy
4401,6,5,5,5,7,6,8,10,2,4,5,8,3,7,8,7,9,3,3,7,5,5,7,7,5,5,4,7,8,10,10,8,Business / Management
4402,3,4,6,10,7,3,3,4,4,3,8,6,10,7,8,9,9,9,8,4,4,10,1,5,7,5,8,9,7,8,10,9,MBBS / Doctor
4403,2,5,7,10,4,1,4,4,2,4,9,6,7,10,8,5,8,8,4,5,3,10,2,4,3,5,5,8,9,7,8,9,Dentist
4404,3,1,1,5,4,4,4,6,4,7,7,6,5,5,7,6,7,8,6,4,3,6,3,6,4,2,5,6,6,5,5,9,Psychology
4405,4,3,1,7,4,1,1,4,4,8,8,1,7,6,8,5,6,10,7,6,3,7,4,7,6,2,6,7,6,2,5,7,Psychology
4406,6,6,2,2,7,8,7,9,4,5,7,8,1,10,5,3,6,2,5,4,7,1,9,2,4,6,1,7,6,4,4,6,CA / Accounting
4407,6,5,1,1,6,8,5,6,5,5,7,7,4,9,7,8,4,2,4,4,6,1,10,3,2,5,5,5,8,5,6,5,Finance / Banking
4408,6,2,1,1,3,8,6,4,1,3,7,8,4,7,2,4,4,2,2,4,5,1,7,6,2,4,3,9,6,2,7,9,CA / Accounting
4409,7,10,4,6,5,3,6,3,7,5,7,7,6,7,10,10,9,8,7,7,4,3,3,6,4,6,10,9,8,8,9,10,Teaching / Professor
4410,3,3,1,5,4,3,6,4,6,7,7,4,3,4,9,6,7,10,7,8,8,1,5,8,4,7,4,7,8,4,9,9,Journalism / Media
4411,3,4,9,7,5,4,4,6,2,5,9,7,5,6,6,1,6,3,7,3,4,8,1,4,3,3,6,9,7,4,8,4,Pharmacy
4412,8,7,3,4,6,5,4,2,6,6,10,4,5,6,7,7,7,9,10,8,4,3,2,7,5,6,9,8,8,5,10,10,Teaching / Professor
4413,2,1,2,3,4,2,4,3,9,6,6,7,3,8,8,5,3,7,4,7,3,3,1,7,8,6,4,9,8,6,6,6,Civil Services
4414,7,2,3,4,4,3,5,7,7,5,7,6,4,7,7,8,6,7,7,10,5,2,1,7,8,7,5,9,10,8,8,9,Civil Services
4415,2,1,5,7,2,4,6,4,5,8,10,3,5,4,10,5,4,8,8,7,4,7,3,9,6,3,9,7,7,3,10,7,Psychology
4416,8,6,4,4,6,7,9,10,3,7,10,6,3,10,7,5,5,5,7,5,7,1,8,4,5,5,7,6,8,7,6,9,Finance / Banking
4417,7,5,2,1,5,10,7,9,2,2,9,7,3,7,6,8,5,4,4,5,7,1,10,3,4,2,5,5,7,8,7,8,Finance / Banking
4418,8,7,8,5,9,4,1,4,3,3,10,7,10,7,5,7,7,6,6,5,8,4,5,7,4,4,4,9,8,4,4,5,Engineering
4419,6,7,3,9,6,1,2,4,3,5,7,3,7,9,9,7,7,8,9,5,6,9,1,4,3,2,9,10,7,4,5,6,MBBS / Doctor
4420,2,2,2,3,4,2,4,8,8,7,10,5,5,9,9,8,9,7,7,10,9,3,6,10,4,8,7,7,8,8,7,9,Journalism / Media
4421,5,4,3,3,6,6,7,6,4,1,4,9,1,4,4,5,5,3,3,3,6,2,10,6,4,5,1,8,5,3,5,5,CA / Accounting
4422,8,4,2,2,6,7,10,7,5,2,9,8,4,4,8,6,7,6,2,6,7,3,9,3,3,5,2,6,9,4,6,8,Finance / Banking
4423,5,5,2,3,2,7,5,4,6,7,6,6,4,9,7,10,6,8,5,7,4,4,3,6,10,7,5,6,9,6,5,8,Civil Services
4424,7,1,1,5,5,8,4,7,2,5,5,10,2,5,6,8,5,4,3,5,6,1,10,4,4,6,3,7,7,4,5,4,CA / Accounting
4425,4,1,1,2,7,5,10,7,3,4,5,7,1,7,4,5,3,5,3,2,7,1,10,3,3,4,4,7,7,5,4,5,Finance / Banking
4426,4,2,3,4,4,3,6,3,6,3,10,7,5,6,10,4,8,9,6,10,5,3,4,7,5,9,8,7,7,8,8,8,Journalism / Media
4427,8,3,5,3,5,7,8,6,3,3,9,8,4,9,6,5,7,4,8,6,8,3,10,5,1,4,5,5,10,7,8,8,Finance / Banking
4428,4,4,8,9,4,4,2,5,2,1,10,4,6,8,5,4,6,7,3,6,4,9,4,5,3,3,3,10,8,3,10,9,Dentist
4429,4,3,8,8,7,2,4,4,3,6,7,3,8,8,6,5,7,7,5,5,3,7,3,3,3,4,4,10,9,5,7,6,Dentist
4430,6,5,3,2,6,8,7,7,4,4,7,7,3,3,8,8,7,5,5,6,8,4,7,4,4,5,2,9,8,7,5,8,Business / Management
4431,4,4,5,7,8,3,6,5,8,9,9,7,6,8,9,6,6,5,6,8,6,4,3,7,5,7,10,8,9,3,8,8,Teaching / Professor
4432,5,3,7,7,4,1,3,4,3,5,9,6,8,6,5,7,8,6,8,2,5,8,5,2,1,1,5,9,7,3,7,9,Dentist
4433,8,4,4,3,5,9,6,6,2,2,6,7,3,7,6,6,1,4,3,2,7,2,9,5,3,2,3,5,10,6,6,5,Finance / Banking
4434,3,3,4,2,6,2,5,7,7,6,5,4,3,4,10,6,9,7,3,8,7,2,4,7,5,10,3,7,7,6,10,7,Journalism / Media
4435,5,6,9,9,2,3,5,5,3,7,9,8,8,9,9,6,10,7,5,4,4,9,3,6,2,4,4,9,6,3,8,9,Dentist
4436,9,7,3,5,8,4,3,7,5,4,7,9,5,10,5,8,7,7,5,5,10,4,5,4,4,6,4,8,7,7,7,5,Engineering
4437,8,2,3,3,4,6,7,8,1,1,7,6,1,7,4,6,2,8,6,3,5,1,9,3,2,1,3,5,7,3,7,5,Finance / Banking
4438,4,2,1,4,5,2,5,3,6,7,7,3,4,7,8,5,10,9,5,9,5,3,5,10,6,5,5,5,5,6,8,9,Journalism / Media
4439,4,4,6,10,3,4,1,4,5,7,7,4,7,6,6,5,4,10,4,7,3,7,1,3,6,4,6,10,8,4,7,7,MBBS / Doctor
4440,6,4,4,7,5,5,5,5,7,10,8,5,9,7,10,7,9,10,7,8,7,8,4,9,4,4,8,10,10,3,5,9,Psychology
4441,4,1,3,6,5,2,2,2,6,10,5,3,5,8,7,8,10,10,6,7,4,3,7,9,6,6,7,8,5,2,9,8,Psychology
4442,6,4,7,6,6,2,6,6,1,6,6,6,9,7,7,3,7,4,8,4,8,7,4,5,5,3,6,10,6,4,7,5,Pharmacy
4443,7,6,3,1,5,9,8,6,3,6,10,9,5,8,7,5,7,4,4,4,8,1,10,5,6,4,3,7,6,7,9,6,Finance / Banking
4444,7,5,4,7,6,6,6,7,7,5,8,6,7,7,10,10,6,6,6,10,8,3,6,6,4,5,5,8,10,10,9,7,Business / Management
4445,3,7,7,10,7,1,2,3,5,4,7,5,7,6,8,9,5,8,5,6,4,9,6,5,2,4,8,10,8,3,7,8,MBBS / Doctor
4446,7,4,8,4,5,1,5,5,3,1,5,5,8,6,8,3,2,6,8,3,4,8,2,4,3,1,6,9,6,3,8,8,Pharmacy
4447,9,8,7,3,7,3,4,3,7,3,7,7,9,5,8,5,7,4,9,5,8,3,4,5,5,4,3,6,8,5,8,6,Engineering
4448,5,1,1,1,3,8,7,6,3,4,9,6,2,7,5,4,2,2,4,4,4,1,7,1,3,2,2,10,6,3,3,5,CA / Accounting
4449,5,2,5,6,4,4,5,5,4,9,8,7,5,10,9,7,9,10,6,7,4,5,2,10,4,5,9,9,6,3,7,10,Psychology
4450,9,8,9,9,6,2,1,3,4,6,8,8,9,7,8,8,6,7,8,4,5,10,2,5,5,4,5,10,7,7,8,9,MBBS / Doctor
4451,5,4,1,5,6,1,5,4,8,6,6,2,3,5,10,6,9,8,9,9,7,3,4,8,5,8,5,5,7,6,9,7,Journalism / Media
4452,4,5,6,8,3,3,4,5,4,4,8,2,7,8,8,5,7,7,5,4,3,8,4,4,2,2,2,8,8,5,9,10,Dentist
4453,9,5,1,2,3,6,8,9,3,6,6,6,2,6,6,7,2,1,5,3,7,1,8,5,5,6,4,10,8,4,5,6,CA / Accounting
4454,2,6,8,7,2,3,3,5,6,2,8,4,8,8,7,7,4,6,7,3,7,7,1,4,1,1,7,5,10,3,5,8,MBBS / Doctor
4455,4,4,8,10,4,3,2,4,4,4,5,4,10,7,8,5,6,5,9,5,8,7,4,6,2,1,5,7,7,2,7,7,Pharmacy
4456,3,2,1,1,5,6,7,4,7,5,4,4,3,5,5,8,3,9,3,8,1,3,3,7,9,6,6,9,6,2,7,8,Civil Services
4457,5,3,10,5,7,2,4,4,1,5,7,4,10,8,5,5,5,5,8,3,4,6,4,3,4,3,5,9,7,3,7,7,Pharmacy
4458,6,5,5,1,6,8,7,9,4,8,7,5,9,6,8,8,7,5,4,9,5,5,9,6,5,6,7,4,9,7,10,8,Business / Management
4459,4,1,1,1,6,10,8,7,1,4,9,8,4,7,5,4,3,5,3,6,5,3,9,1,3,3,3,6,5,5,10,6,CA / Accounting
4460,7,7,7,3,6,2,5,2,4,5,10,6,8,10,7,5,6,5,7,4,10,3,1,4,5,4,5,9,5,6,9,3,Engineering
4461,5,4,2,2,4,6,6,3,5,7,6,7,4,5,10,8,8,5,4,7,5,5,8,6,4,4,6,7,7,6,6,8,Business / Management
4462,2,4,2,2,6,1,4,4,5,7,7,3,4,4,8,10,10,4,8,9,6,2,2,5,4,9,4,6,8,7,7,7,Journalism / Media
4463,3,5,4,5,6,1,5,4,7,7,7,6,8,5,10,10,8,7,8,10,7,4,2,8,6,6,10,8,7,3,7,9,Teaching / Professor
4464,4,2,5,7,4,4,5,1,9,7,6,3,7,9,10,4,7,8,10,7,5,6,5,10,5,4,6,8,7,5,8,10,Psychology
4465,5,3,1,1,6,10,6,6,1,4,7,10,2,6,6,5,3,3,2,4,6,3,9,2,1,3,4,10,7,3,6,2,CA / Accounting
4466,3,2,1,3,6,2,6,5,10,8,10,5,3,5,5,8,5,8,4,5,3,1,6,6,5,8,4,7,6,2,4,6,Law
4467,6,7,7,5,5,1,5,7,7,7,8,6,5,7,9,10,10,7,10,10,7,3,4,9,4,5,10,9,5,3,6,8,Teaching / Professor
4468,4,3,7,8,4,2,1,6,2,7,5,7,9,5,6,5,7,5,9,3,3,8,2,3,4,4,3,7,6,4,6,5,Pharmacy
4469,2,3,2,5,6,1,7,4,8,7,5,3,3,6,8,5,10,8,6,8,6,2,4,6,5,8,4,2,8,10,9,9,Journalism / Media
4470,8,1,1,1,5,10,8,6,3,5,5,7,3,4,5,6,4,3,6,4,8,1,8,3,5,5,3,6,5,6,6,5,CA / Accounting
4471,4,1,4,4,3,8,3,4,2,3,4,6,5,8,5,5,4,3,4,1,5,1,8,4,3,4,3,8,7,2,4,3,CA / Accounting
